57,-35,Xr89m7gMyRkm26kgYwDMzESxAIE=,Xu68TBNi+AspC2aMpta5LlIiwq8=
54,-33,Xr89m7gMyRkm26kgYwDMzESxAIE=,lZpXQSkhYAnYL0GLZPn9GdyxPi8=
57,-36,Xr89m7gMyRkm26kgYwDMzESxAIE=,Xu68TBNi+AspC2aMpta5LlIiwq8=
58,-37,Xr89m7gMyRkm26kgYwDMzESxAIE=,v4FwImObIFjGXRCnh2v5AoUqrdk=
55,-36,Xr89m7gMyRkm26kgYwDMzESxAIE=,I/6pX+toVSjwxLV+BfJopRxHEfQ=
56,-35,Xr89m7gMyRkm26kgYwDMzESxAIE=,Xu68TBNi+AspC2aMpta5LlIiwq8=
56,-36,Xr89m7gMyRkm26kgYwDMzESxAIE=,Xu68TBNi+AspC2aMpta5LlIiwq8=
54,-34,Xr89m7gMyRkm26kgYwDMzESxAIE=,lZpXQSkhYAnYL0GLZPn9GdyxPi8=
55,-35,Xr89m7gMyRkm26kgYwDMzESxAIE=,I/6pX+toVSjwxLV+BfJopRxHEfQ=
54,-36,Xr89m7gMyRkm26kgYwDMzESxAIE=,I/6pX+toVSjwxLV+BfJopRxHEfQ=
55,-34,Xr89m7gMyRkm26kgYwDMzESxAIE=,lZpXQSkhYAnYL0GLZPn9GdyxPi8=
54,-35,Xr89m7gMyRkm26kgYwDMzESxAIE=,I/6pX+toVSjwxLV+BfJopRxHEfQ=
59,-37,Xr89m7gMyRkm26kgYwDMzESxAIE=,v4FwImObIFjGXRCnh2v5AoUqrdk=
59,-38,Xr89m7gMyRkm26kgYwDMzESxAIE=,v4FwImObIFjGXRCnh2v5AoUqrdk=
60,-41,Xr89m7gMyRkm26kgYwDMzESxAIE=,fI6JSAWIVITYmI6qHPHqiyfFtfU=
60,-43,Xr89m7gMyRkm26kgYwDMzESxAIE=,s55gIACS/lmdZcPcWmfZXi0S+T0=
62,-40,Xr89m7gMyRkm26kgYwDMzESxAIE=,XwLq2ZGa1PlvSqyQ5c7NhBcX7fs=
61,-42,Xr89m7gMyRkm26kgYwDMzESxAIE=,fI6JSAWIVITYmI6qHPHqiyfFtfU=
60,-44,Xr89m7gMyRkm26kgYwDMzESxAIE=,s55gIACS/lmdZcPcWmfZXi0S+T0=
60,-42,Xr89m7gMyRkm26kgYwDMzESxAIE=,fI6JSAWIVITYmI6qHPHqiyfFtfU=
61,-44,Xr89m7gMyRkm26kgYwDMzESxAIE=,s55gIACS/lmdZcPcWmfZXi0S+T0=
63,-40,Xr89m7gMyRkm26kgYwDMzESxAIE=,XwLq2ZGa1PlvSqyQ5c7NhBcX7fs=
61,-41,Xr89m7gMyRkm26kgYwDMzESxAIE=,fI6JSAWIVITYmI6qHPHqiyfFtfU=
61,-43,Xr89m7gMyRkm26kgYwDMzESxAIE=,s55gIACS/lmdZcPcWmfZXi0S+T0=
63,-39,Xr89m7gMyRkm26kgYwDMzESxAIE=,XwLq2ZGa1PlvSqyQ5c7NhBcX7fs=
62,-39,Xr89m7gMyRkm26kgYwDMzESxAIE=,XwLq2ZGa1PlvSqyQ5c7NhBcX7fs=
55,-33,Xr89m7gMyRkm26kgYwDMzESxAIE=,lZpXQSkhYAnYL0GLZPn9GdyxPi8=
58,-38,Xr89m7gMyRkm26kgYwDMzESxAIE=,v4FwImObIFjGXRCnh2v5AoUqrdk=
34,-52,ZD3EbBzDxdAam5WAmSr24uSjf/A=,/oS/rxE4tyDk1NOGN0GjwfQgfvY=
33,-53,ZD3EbBzDxdAam5WAmSr24uSjf/A=,YG8m8SaMgYg6d6R/HBC40hjmkMw=
33,-52,ZD3EbBzDxdAam5WAmSr24uSjf/A=,N2YBDsSHPo/NwYJDhe/WO1L4gjI=
34,-53,ZD3EbBzDxdAam5WAmSr24uSjf/A=,A57qHTBhiBQvLdICTl1sVQ0+aRo=
36,-52,ZD3EbBzDxdAam5WAmSr24uSjf/A=,Bq67FBU0oCgN27ORoVzEjiCFoM8=
35,-52,ZD3EbBzDxdAam5WAmSr24uSjf/A=,/oS/rxE4tyDk1NOGN0GjwfQgfvY=
36,-53,ZD3EbBzDxdAam5WAmSr24uSjf/A=,fgrCSVQ7fimG8cuoWzwDkTEyKTA=
35,-53,ZD3EbBzDxdAam5WAmSr24uSjf/A=,A57qHTBhiBQvLdICTl1sVQ0+aRo=
33,-51,ZD3EbBzDxdAam5WAmSr24uSjf/A=,N2YBDsSHPo/NwYJDhe/WO1L4gjI=
34,-51,ZD3EbBzDxdAam5WAmSr24uSjf/A=,/oS/rxE4tyDk1NOGN0GjwfQgfvY=
34,-50,ZD3EbBzDxdAam5WAmSr24uSjf/A=,5rXQwG7OpRqcEZzNEFfUdkRELB0=
34,-54,ZD3EbBzDxdAam5WAmSr24uSjf/A=,A57qHTBhiBQvLdICTl1sVQ0+aRo=
33,-55,ZD3EbBzDxdAam5WAmSr24uSjf/A=,ktO6xxhzC1Uflg0WSvk1l/4Ax/A=
35,-54,ZD3EbBzDxdAam5WAmSr24uSjf/A=,A57qHTBhiBQvLdICTl1sVQ0+aRo=
36,-54,ZD3EbBzDxdAam5WAmSr24uSjf/A=,fgrCSVQ7fimG8cuoWzwDkTEyKTA=
33,-54,ZD3EbBzDxdAam5WAmSr24uSjf/A=,YG8m8SaMgYg6d6R/HBC40hjmkMw=
35,-49,ZD3EbBzDxdAam5WAmSr24uSjf/A=,5rXQwG7OpRqcEZzNEFfUdkRELB0=
37,-51,ZD3EbBzDxdAam5WAmSr24uSjf/A=,Bq67FBU0oCgN27ORoVzEjiCFoM8=
36,-49,ZD3EbBzDxdAam5WAmSr24uSjf/A=,upEuym93qunKjijxM4tEkKi+eA0=
37,-50,ZD3EbBzDxdAam5WAmSr24uSjf/A=,upEuym93qunKjijxM4tEkKi+eA0=
36,-51,ZD3EbBzDxdAam5WAmSr24uSjf/A=,Bq67FBU0oCgN27ORoVzEjiCFoM8=
36,-50,ZD3EbBzDxdAam5WAmSr24uSjf/A=,upEuym93qunKjijxM4tEkKi+eA0=
35,-50,ZD3EbBzDxdAam5WAmSr24uSjf/A=,5rXQwG7OpRqcEZzNEFfUdkRELB0=
35,-51,ZD3EbBzDxdAam5WAmSr24uSjf/A=,/oS/rxE4tyDk1NOGN0GjwfQgfvY=
37,-49,ZD3EbBzDxdAam5WAmSr24uSjf/A=,upEuym93qunKjijxM4tEkKi+eA0=
37,-53,ZD3EbBzDxdAam5WAmSr24uSjf/A=,fgrCSVQ7fimG8cuoWzwDkTEyKTA=
37,-52,ZD3EbBzDxdAam5WAmSr24uSjf/A=,Bq67FBU0oCgN27ORoVzEjiCFoM8=
33,-56,ZD3EbBzDxdAam5WAmSr24uSjf/A=,ktO6xxhzC1Uflg0WSvk1l/4Ax/A=
34,-49,ZD3EbBzDxdAam5WAmSr24uSjf/A=,5rXQwG7OpRqcEZzNEFfUdkRELB0=
32,-55,ZD3EbBzDxdAam5WAmSr24uSjf/A=,ktO6xxhzC1Uflg0WSvk1l/4Ax/A=
32,-53,ZD3EbBzDxdAam5WAmSr24uSjf/A=,YG8m8SaMgYg6d6R/HBC40hjmkMw=
32,-52,ZD3EbBzDxdAam5WAmSr24uSjf/A=,N2YBDsSHPo/NwYJDhe/WO1L4gjI=
32,-54,ZD3EbBzDxdAam5WAmSr24uSjf/A=,YG8m8SaMgYg6d6R/HBC40hjmkMw=
32,-56,ZD3EbBzDxdAam5WAmSr24uSjf/A=,ktO6xxhzC1Uflg0WSvk1l/4Ax/A=
32,-51,ZD3EbBzDxdAam5WAmSr24uSjf/A=,N2YBDsSHPo/NwYJDhe/WO1L4gjI=
37,-54,ZD3EbBzDxdAam5WAmSr24uSjf/A=,fgrCSVQ7fimG8cuoWzwDkTEyKTA=
35,-45,ZD3EbBzDxdAam5WAmSr24uSjf/A=,2GHeyYWClHtByc2yYTRBbQ7bfaU=
36,-45,ZD3EbBzDxdAam5WAmSr24uSjf/A=,JiNSvE4+5gbqotk/yynW4krEMkE=
36,-44,ZD3EbBzDxdAam5WAmSr24uSjf/A=,XEsL3fe8bo/5bTAqXbQp2145rEk=
35,-44,ZD3EbBzDxdAam5WAmSr24uSjf/A=,9081DnUq3g6QjOFRfyhPl3m9668=
36,-47,ZD3EbBzDxdAam5WAmSr24uSjf/A=,lXuaAci8DVcRblxCooKnv77IzE0=
35,-46,ZD3EbBzDxdAam5WAmSr24uSjf/A=,2GHeyYWClHtByc2yYTRBbQ7bfaU=
36,-46,ZD3EbBzDxdAam5WAmSr24uSjf/A=,JiNSvE4+5gbqotk/yynW4krEMkE=
35,-47,ZD3EbBzDxdAam5WAmSr24uSjf/A=,U7Yh3fJC8nr2n+WArJe6luUxlWA=
36,-43,ZD3EbBzDxdAam5WAmSr24uSjf/A=,XEsL3fe8bo/5bTAqXbQp2145rEk=
36,-42,ZD3EbBzDxdAam5WAmSr24uSjf/A=,VYTn31RqFxx0KnNb9RygNsKyWOU=
35,-42,ZD3EbBzDxdAam5WAmSr24uSjf/A=,kDrv8YYbI689152bXaGpJndJB8A=
35,-43,ZD3EbBzDxdAam5WAmSr24uSjf/A=,9081DnUq3g6QjOFRfyhPl3m9668=
36,-40,ZD3EbBzDxdAam5WAmSr24uSjf/A=,QNbflXf2/z8fZ7mIEZPP5nZ14to=
36,-41,ZD3EbBzDxdAam5WAmSr24uSjf/A=,VYTn31RqFxx0KnNb9RygNsKyWOU=
35,-41,ZD3EbBzDxdAam5WAmSr24uSjf/A=,kDrv8YYbI689152bXaGpJndJB8A=
35,-40,ZD3EbBzDxdAam5WAmSr24uSjf/A=,UvQhwnluY4XrXlIsCUROMam7a4I=
34,-39,ZD3EbBzDxdAam5WAmSr24uSjf/A=,UvQhwnluY4XrXlIsCUROMam7a4I=
33,-38,ZD3EbBzDxdAam5WAmSr24uSjf/A=,G66NLlCQVdkPef3tjsrraXY3iD0=
34,-38,ZD3EbBzDxdAam5WAmSr24uSjf/A=,fRN9+zM4vqNz61IBfevGk3/T860=
35,-38,ZD3EbBzDxdAam5WAmSr24uSjf/A=,fRN9+zM4vqNz61IBfevGk3/T860=
36,-39,ZD3EbBzDxdAam5WAmSr24uSjf/A=,QNbflXf2/z8fZ7mIEZPP5nZ14to=
35,-39,ZD3EbBzDxdAam5WAmSr24uSjf/A=,UvQhwnluY4XrXlIsCUROMam7a4I=
35,-36,ZD3EbBzDxdAam5WAmSr24uSjf/A=,iTjEpLomt8/2pzHBH9IsyopxlR4=
35,-37,ZD3EbBzDxdAam5WAmSr24uSjf/A=,fRN9+zM4vqNz61IBfevGk3/T860=
37,-44,ZD3EbBzDxdAam5WAmSr24uSjf/A=,XEsL3fe8bo/5bTAqXbQp2145rEk=
34,-46,ZD3EbBzDxdAam5WAmSr24uSjf/A=,2GHeyYWClHtByc2yYTRBbQ7bfaU=
34,-47,ZD3EbBzDxdAam5WAmSr24uSjf/A=,U7Yh3fJC8nr2n+WArJe6luUxlWA=
37,-45,ZD3EbBzDxdAam5WAmSr24uSjf/A=,JiNSvE4+5gbqotk/yynW4krEMkE=
33,-37,ZD3EbBzDxdAam5WAmSr24uSjf/A=,G66NLlCQVdkPef3tjsrraXY3iD0=
32,-37,ZD3EbBzDxdAam5WAmSr24uSjf/A=,G66NLlCQVdkPef3tjsrraXY3iD0=
34,-36,ZD3EbBzDxdAam5WAmSr24uSjf/A=,iTjEpLomt8/2pzHBH9IsyopxlR4=
32,-36,ZD3EbBzDxdAam5WAmSr24uSjf/A=,TQveeyj6ng0nTKUR8ayr/WXqKRQ=
33,-36,ZD3EbBzDxdAam5WAmSr24uSjf/A=,TQveeyj6ng0nTKUR8ayr/WXqKRQ=
34,-37,ZD3EbBzDxdAam5WAmSr24uSjf/A=,fRN9+zM4vqNz61IBfevGk3/T860=
34,-35,ZD3EbBzDxdAam5WAmSr24uSjf/A=,iTjEpLomt8/2pzHBH9IsyopxlR4=
32,-34,ZD3EbBzDxdAam5WAmSr24uSjf/A=,kqQCtfYE2ilo3m3LWazIAWwthug=
33,-33,ZD3EbBzDxdAam5WAmSr24uSjf/A=,kqQCtfYE2ilo3m3LWazIAWwthug=
33,-34,ZD3EbBzDxdAam5WAmSr24uSjf/A=,kqQCtfYE2ilo3m3LWazIAWwthug=
32,-35,ZD3EbBzDxdAam5WAmSr24uSjf/A=,TQveeyj6ng0nTKUR8ayr/WXqKRQ=
32,-33,ZD3EbBzDxdAam5WAmSr24uSjf/A=,kqQCtfYE2ilo3m3LWazIAWwthug=
33,-35,ZD3EbBzDxdAam5WAmSr24uSjf/A=,TQveeyj6ng0nTKUR8ayr/WXqKRQ=
34,-45,ZD3EbBzDxdAam5WAmSr24uSjf/A=,2GHeyYWClHtByc2yYTRBbQ7bfaU=
34,-44,ZD3EbBzDxdAam5WAmSr24uSjf/A=,9081DnUq3g6QjOFRfyhPl3m9668=
34,-41,ZD3EbBzDxdAam5WAmSr24uSjf/A=,kDrv8YYbI689152bXaGpJndJB8A=
34,-42,ZD3EbBzDxdAam5WAmSr24uSjf/A=,kDrv8YYbI689152bXaGpJndJB8A=
34,-43,ZD3EbBzDxdAam5WAmSr24uSjf/A=,9081DnUq3g6QjOFRfyhPl3m9668=
36,-48,ZD3EbBzDxdAam5WAmSr24uSjf/A=,lXuaAci8DVcRblxCooKnv77IzE0=
34,-40,ZD3EbBzDxdAam5WAmSr24uSjf/A=,UvQhwnluY4XrXlIsCUROMam7a4I=
35,-48,ZD3EbBzDxdAam5WAmSr24uSjf/A=,U7Yh3fJC8nr2n+WArJe6luUxlWA=
37,-46,ZD3EbBzDxdAam5WAmSr24uSjf/A=,JiNSvE4+5gbqotk/yynW4krEMkE=
37,-47,ZD3EbBzDxdAam5WAmSr24uSjf/A=,lXuaAci8DVcRblxCooKnv77IzE0=
37,-48,ZD3EbBzDxdAam5WAmSr24uSjf/A=,lXuaAci8DVcRblxCooKnv77IzE0=
37,-43,ZD3EbBzDxdAam5WAmSr24uSjf/A=,XEsL3fe8bo/5bTAqXbQp2145rEk=
37,-41,ZD3EbBzDxdAam5WAmSr24uSjf/A=,VYTn31RqFxx0KnNb9RygNsKyWOU=
37,-40,ZD3EbBzDxdAam5WAmSr24uSjf/A=,QNbflXf2/z8fZ7mIEZPP5nZ14to=
37,-39,ZD3EbBzDxdAam5WAmSr24uSjf/A=,QNbflXf2/z8fZ7mIEZPP5nZ14to=
37,-42,ZD3EbBzDxdAam5WAmSr24uSjf/A=,VYTn31RqFxx0KnNb9RygNsKyWOU=
35,-35,ZD3EbBzDxdAam5WAmSr24uSjf/A=,iTjEpLomt8/2pzHBH9IsyopxlR4=
32,-38,ZD3EbBzDxdAam5WAmSr24uSjf/A=,G66NLlCQVdkPef3tjsrraXY3iD0=
34,-48,ZD3EbBzDxdAam5WAmSr24uSjf/A=,U7Yh3fJC8nr2n+WArJe6luUxlWA=
